timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/05/05 17:12:00.513, 0, 0, 0, 1, 24564, 12.56, 34, 210, 405
2026/05/05 17:12:00.617, 0, 0, 0, 1, 24564, 12.56, 34, 210, 405
2026/05/05 17:12:00.718, 0, 0, 0, 1, 24564, 12.56, 34, 210, 405
2026/05/05 17:12:00.818, 0, 0, 0, 1, 24564, 12.56, 34, 210, 405
2026/05/05 17:12:00.918, 0, 0, 0, 1, 24564, 12.56, 34, 210, 405
2026/05/05 17:12:01.018, 0, 0, 0, 1, 24564, 12.56, 34, 210, 405
2026/05/05 17:12:01.118, 0, 0, 0, 1, 24564, 12.95, 34, 210, 405
2026/05/05 17:12:01.219, 0, 0, 0, 1, 24564, 12.95, 34, 210, 405
2026/05/05 17:12:01.319, 0, 0, 0, 1, 24564, 12.95, 34, 210, 405
2026/05/05 17:12:01.419, 0, 0, 0, 1, 24564, 12.95, 34, 210, 405
2026/05/05 17:12:01.519, 0, 0, 0, 1, 24564, 12.95, 34, 210, 405
2026/05/05 17:12:01.620, 0, 0, 0, 1, 24564, 12.95, 34, 210, 405
2026/05/05 17:12:01.720, 0, 0, 0, 1, 24564, 12.95, 34, 210, 405
2026/05/05 17:12:01.820, 0, 0, 0, 1, 24564, 12.95, 34, 210, 405
2026/05/05 17:12:01.920, 0, 0, 0, 1, 24564, 12.95, 34, 210, 405
2026/05/05 17:12:02.021, 0, 0, 0, 1, 24564, 12.95, 34, 210, 405
2026/05/05 17:12:02.121, 0, 0, 0, 1, 24564, 13.60, 34, 210, 405
2026/05/05 17:12:02.221, 0, 0, 0, 1, 24564, 13.60, 34, 210, 405
2026/05/05 17:12:02.322, 0, 0, 0, 1, 24564, 13.60, 34, 210, 405
2026/05/05 17:12:02.422, 0, 0, 0, 1, 24564, 13.60, 34, 210, 405
2026/05/05 17:12:02.522, 0, 0, 0, 1, 24564, 13.60, 34, 210, 405
2026/05/05 17:12:02.623, 0, 0, 0, 1, 24564, 13.60, 34, 210, 405
2026/05/05 17:12:02.723, 0, 0, 0, 1, 24564, 13.60, 34, 210, 405
2026/05/05 17:12:02.823, 0, 0, 0, 1, 24564, 13.60, 34, 210, 405
2026/05/05 17:12:02.923, 0, 0, 0, 1, 24564, 13.60, 34, 210, 405
2026/05/05 17:12:03.024, 0, 0, 0, 1, 24564, 13.60, 34, 210, 405
2026/05/05 17:12:03.124, 0, 0, 0, 1, 24564, 13.90, 34, 210, 405
2026/05/05 17:12:03.224, 0, 0, 0, 1, 24564, 13.90, 34, 210, 405
2026/05/05 17:12:03.325, 0, 0, 0, 1, 24564, 13.90, 34, 210, 405
2026/05/05 17:12:03.425, 0, 0, 0, 1, 24564, 13.90, 34, 210, 405
2026/05/05 17:12:03.525, 0, 0, 0, 1, 24564, 13.90, 34, 210, 405
2026/05/05 17:12:03.626, 0, 0, 0, 1, 24564, 13.90, 34, 210, 405
2026/05/05 17:12:03.726, 0, 0, 0, 1, 24564, 13.90, 34, 210, 405
2026/05/05 17:12:03.826, 0, 0, 0, 1, 24564, 13.90, 34, 210, 405
2026/05/05 17:12:03.926, 0, 0, 0, 1, 24564, 13.90, 34, 210, 405
2026/05/05 17:12:04.027, 0, 0, 0, 1, 24564, 13.90, 34, 210, 405
2026/05/05 17:12:04.127, 0, 0, 0, 1, 24564, 13.49, 34, 210, 405
2026/05/05 17:12:04.227, 0, 0, 0, 1, 24564, 13.49, 34, 210, 405
2026/05/05 17:12:04.328, 0, 0, 0, 1, 24564, 13.49, 34, 210, 405
2026/05/05 17:12:04.428, 0, 0, 0, 1, 24564, 13.49, 34, 210, 405
2026/05/05 17:12:04.528, 0, 0, 0, 1, 24564, 13.49, 34, 210, 405
2026/05/05 17:12:04.629, 0, 0, 0, 1, 24564, 13.49, 34, 210, 405
2026/05/05 17:12:04.729, 0, 0, 0, 1, 24564, 13.49, 34, 210, 405
2026/05/05 17:12:04.829, 0, 0, 0, 1, 24564, 13.49, 34, 210, 405
2026/05/05 17:12:04.929, 0, 0, 0, 1, 24564, 13.49, 34, 210, 405
2026/05/05 17:12:05.030, 0, 0, 0, 1, 24564, 13.49, 34, 210, 405
2026/05/05 17:12:05.130, 0, 0, 0, 1, 24564, 13.47, 34, 210, 405
2026/05/05 17:12:05.230, 0, 0, 0, 1, 24564, 13.47, 34, 210, 405
2026/05/05 17:12:05.331, 0, 0, 0, 1, 24564, 13.47, 34, 210, 405
2026/05/05 17:12:05.431, 0, 0, 0, 1, 24564, 13.47, 34, 210, 405
2026/05/05 17:12:05.531, 0, 0, 0, 1, 24564, 13.47, 34, 210, 405
2026/05/05 17:12:05.632, 0, 0, 0, 1, 24564, 13.47, 34, 210, 405
2026/05/05 17:12:05.732, 0, 0, 0, 1, 24564, 13.47, 34, 210, 405
2026/05/05 17:12:05.832, 0, 0, 0, 1, 24564, 13.47, 34, 210, 405
2026/05/05 17:12:05.932, 0, 0, 0, 1, 24564, 13.47, 34, 210, 405
2026/05/05 17:12:06.032, 0, 0, 0, 1, 24564, 13.47, 34, 210, 405
2026/05/05 17:12:06.132, 0, 0, 0, 1, 24564, 13.69, 34, 210, 405
2026/05/05 17:12:06.233, 0, 0, 0, 1, 24564, 13.69, 34, 210, 405
2026/05/05 17:12:06.333, 0, 0, 0, 1, 24564, 13.69, 34, 210, 405
2026/05/05 17:12:06.433, 0, 0, 0, 1, 24564, 13.69, 34, 210, 405
2026/05/05 17:12:06.533, 0, 0, 0, 1, 24564, 13.69, 34, 210, 405
2026/05/05 17:12:06.634, 0, 0, 0, 1, 24564, 13.69, 34, 210, 405
2026/05/05 17:12:06.734, 0, 0, 0, 1, 24564, 13.69, 34, 210, 405
2026/05/05 17:12:06.834, 0, 0, 0, 1, 24564, 13.69, 34, 210, 405
2026/05/05 17:12:06.934, 0, 0, 0, 1, 24564, 13.69, 34, 210, 405
2026/05/05 17:12:07.035, 0, 0, 0, 1, 24564, 13.69, 34, 210, 405
2026/05/05 17:12:07.135, 0, 0, 0, 1, 24564, 13.86, 34, 210, 405
2026/05/05 17:12:07.235, 0, 0, 0, 1, 24564, 13.86, 34, 210, 405
2026/05/05 17:12:07.336, 0, 0, 0, 1, 24564, 13.86, 34, 210, 405
2026/05/05 17:12:07.436, 0, 0, 0, 1, 24564, 13.86, 34, 210, 405
2026/05/05 17:12:07.536, 0, 0, 0, 1, 24564, 13.86, 34, 210, 405
2026/05/05 17:12:07.637, 0, 0, 0, 1, 24564, 13.86, 34, 210, 405
2026/05/05 17:12:07.737, 0, 0, 0, 1, 24564, 13.86, 34, 210, 405
2026/05/05 17:12:07.837, 0, 0, 0, 1, 24564, 13.86, 34, 210, 405
2026/05/05 17:12:07.937, 0, 0, 0, 1, 24564, 13.86, 34, 210, 405
2026/05/05 17:12:08.038, 0, 0, 0, 1, 24564, 13.86, 34, 210, 405
2026/05/05 17:12:08.138, 0, 0, 0, 1, 24564, 13.95, 34, 210, 405
2026/05/05 17:12:08.238, 0, 0, 0, 1, 24564, 13.95, 34, 210, 405
2026/05/05 17:12:08.339, 0, 0, 0, 1, 24564, 13.95, 34, 210, 405
2026/05/05 17:12:08.439, 0, 0, 0, 1, 24564, 13.95, 34, 210, 405
2026/05/05 17:12:08.539, 0, 0, 0, 1, 24564, 13.95, 34, 210, 405
2026/05/05 17:12:08.639, 0, 0, 0, 1, 24564, 13.95, 34, 210, 405
2026/05/05 17:12:08.739, 0, 0, 0, 1, 24564, 13.95, 34, 210, 405
2026/05/05 17:12:08.839, 0, 0, 0, 1, 24564, 13.95, 34, 210, 405
2026/05/05 17:12:08.940, 0, 0, 0, 1, 24564, 13.95, 34, 210, 405
2026/05/05 17:12:09.040, 0, 0, 0, 1, 24564, 13.95, 34, 210, 405
2026/05/05 17:12:09.140, 0, 0, 0, 1, 24564, 13.31, 34, 210, 405
2026/05/05 17:12:09.240, 0, 0, 0, 1, 24564, 13.31, 34, 210, 405
2026/05/05 17:12:09.340, 0, 0, 0, 1, 24564, 13.31, 34, 210, 405
2026/05/05 17:12:09.441, 0, 0, 0, 1, 24564, 13.31, 34, 210, 405
2026/05/05 17:12:09.541, 0, 0, 0, 1, 24564, 13.31, 34, 210, 405
2026/05/05 17:12:09.641, 0, 0, 0, 1, 24564, 13.31, 34, 210, 405
2026/05/05 17:12:09.742, 0, 0, 0, 1, 24564, 13.31, 34, 210, 405
2026/05/05 17:12:09.842, 0, 0, 0, 1, 24564, 13.31, 34, 210, 405
2026/05/05 17:12:09.942, 0, 0, 0, 1, 24564, 13.31, 34, 210, 405
2026/05/05 17:12:10.043, 0, 0, 0, 1, 24564, 13.31, 34, 210, 405
2026/05/05 17:12:10.143, 0, 0, 0, 1, 24564, 13.10, 34, 210, 405
2026/05/05 17:12:10.243, 0, 0, 0, 1, 24564, 13.10, 34, 210, 405
2026/05/05 17:12:10.343, 0, 0, 0, 1, 24564, 13.10, 34, 210, 405
2026/05/05 17:12:10.444, 0, 0, 0, 1, 24564, 13.10, 34, 210, 405
2026/05/05 17:12:10.544, 0, 0, 0, 1, 24564, 13.10, 34, 210, 405
2026/05/05 17:12:10.644, 0, 0, 0, 1, 24564, 13.10, 34, 210, 405
2026/05/05 17:12:10.745, 0, 0, 0, 1, 24564, 13.10, 34, 210, 405
2026/05/05 17:12:10.845, 0, 0, 0, 1, 24564, 13.10, 34, 210, 405
2026/05/05 17:12:10.945, 0, 0, 0, 1, 24564, 13.10, 34, 210, 405
2026/05/05 17:12:11.046, 0, 0, 0, 1, 24564, 13.10, 34, 210, 405
2026/05/05 17:12:11.146, 0, 0, 0, 1, 24564, 13.88, 34, 210, 405
2026/05/05 17:12:11.246, 0, 0, 0, 1, 24564, 13.88, 34, 210, 405
