n_gpus,node,strategy,workload,replica,experiment_name,parallelism,label,concurrency,request_throughput,output_token_throughput,output_token_throughput_user,total_token_throughput,request_latency_avg,request_latency_p50,request_latency_p90,request_latency_p99,request_latency_std,ttft_avg,ttft_p50,ttft_p99,time_to_second_token_avg,inter_token_latency_avg,inter_token_latency_p50,inter_token_latency_p99,output_sequence_length_avg,input_sequence_length_avg,request_count,benchmark_duration
4,poti,PP,short,r1,N4_poti_PP_short_r1_796677,PP,POTI N4 PP Short,32,4.0792200592333066,520.2152856164125,17.462314463487303,1042.3554531982759,7836.1404078125,7605.256421499999,8010.210261900042,9661.90534012,623.0250432864548,558.87335744375,296.3847685,2407.58601515,182.7331912375,57.51580952099043,57.909664055118114,66.01401714031496,127.528125,128.0,320.0,78.44636851
4,poti,TP,long,r1,N4_poti_TP_long_r1_796873,TP,POTI N4 TP Long,1,0.040088480126612785,20.37697444835728,26.298307184987483,61.42757809800877,24940.075635566664,24919.663519499998,25146.8849904,25224.39616637,146.5344659572546,5648.537348133333,5646.1415465,5679.64905251,37.736861999999995,38.030254707000644,38.07430579887814,38.72027057625743,508.3,1024.0,30.0,748.344659245
4,poti,TP,long,r1,N4_poti_TP_long_r1_796873,TP,POTI N4 TP Long,2,0.06017942829941503,30.54707780478307,20.750331596968724,92.17081238338406,33227.3073388,33212.302505499996,33394.5633194,33413.21825454,97.35814752700458,8493.9055754,8510.003875,11385.93332119,2852.9736067,48.82447227916285,48.85021001280318,55.17896645830339,507.6,1024.0,30.0,498.50922230000003
4,poti,TP,long,r1,N4_poti_TP_long_r1_796873,TP,POTI N4 TP Long,4,0.07669640305032913,38.959855339490936,12.787288169524587,117.49697206302795,52000.681276475,52113.963675499996,52362.213958099994,57786.97188367,2623.083667301555,11717.993273225,11308.804477,22627.89656441,4131.034894949999,79.44960641127842,80.67442068726763,92.43284335960317,507.975,1024.0,40.0,521.536844091
4,poti,TP,long,r1,N4_poti_TP_long_r1_796873,TP,POTI N4 TP Long,8,0.0953842913608942,48.44210467127213,7.66434002930013,146.1156190248278,83848.61968958749,83847.33614099999,89528.94228629999,102946.46115832993,7743.476481432256,16565.150896425,11372.474290999999,44726.86326206,5641.5640940375,132.75716201606133,141.71184774755383,154.8917148788095,507.8625,1024.0,80.0,838.7125265450001
4,poti,TP,long,r1,N4_poti_TP_long_r1_796873,TP,POTI N4 TP Long,16,0.1364091618395439,69.19951524393912,5.501608672673448,208.88249696763208,117254.468881125,101509.9166045,165114.70290170002,219523.11192960994,47757.58892866416,14988.419143325,5884.4196295,86500.29292266998,4508.116296975,202.06694624974782,176.38370053649027,303.0182239049453,507.29375,1024.0,160.0,1172.941742639
4,poti,TP,long,r1,N4_poti_TP_long_r1_796873,TP,POTI N4 TP Long,32,0.18700472060491535,94.8043806696694,3.4595889394417134,286.2972145691027,171019.091252475,133361.40075899998,311503.3559844001,452644.78271653,82691.58330623429,13415.931484674999,782.409379,170791.54378489,2418.86415321875,311.5014526155651,262.5180591168317,583.5179460498775,506.9625,1024.0,320.0,1711.1867495370002
4,poti,TP,short,r1,N4_poti_TP_short_r1_796873,TP,POTI N4 TP Short,1,0.18096084551990266,23.16298822654754,26.79979446272314,46.32597645309508,5524.6096552,5538.554782,5579.928268,5597.94666417,49.75588336868645,785.2419549333332,785.0809785,788.0078992,37.415988,37.31785590761154,37.426959035433065,37.899024596850396,128.0,128.0,30.0,165.78171876800002
4,poti,TP,short,r1,N4_poti_TP_short_r1_796873,TP,POTI N4 TP Short,2,0.2861543332511231,36.62775465614376,22.006356341305572,73.25550931228751,6986.2709325666665,6979.71904,7018.8298048,7051.727757569999,27.226930186860777,1190.8015432999998,1193.2375735,1573.43587773,415.6744032,45.63361723832022,45.72013136220472,49.023584834566925,128.0,128.0,30.0,104.838531219
4,poti,TP,short,r1,N4_poti_TP_short_r1_796873,TP,POTI N4 TP Short,4,0.38737307216216643,49.5837532367573,16.10337333788859,99.1675064735146,10322.2994341,10324.4203115,10353.2726904,10386.94490406,30.022312816295344,2361.85403755,2360.5700374999997,3151.8116816799998,816.3611705,62.68067241377952,62.7317144488189,69.09627049094487,128.0,128.0,40.0,103.25962973300001
4,poti,TP,short,r1,N4_poti_TP_short_r1_796873,TP,POTI N4 TP Short,8,0.5087697626615165,65.12252962067411,12.713057695414951,130.24505924134823,15721.5806382625,15719.848098999999,15733.539965299999,15736.007010559999,12.18642412830595,5513.2952490375,6180.783694,6195.521826159999,740.5410537375,80.38019991515746,75.12641604330709,117.16356576700787,128.0,128.0,80.0,157.24204909800002
4,poti,TP,short,r1,N4_poti_TP_short_r1_796873,TP,POTI N4 TP Short,16,0.6636123720684189,84.93408847010676,7.184116399267969,169.8764720948644,24104.199534875,25162.63053,29376.451839799996,29405.27100711,5328.588717864328,6289.86975584375,3905.1840064999997,11965.01331645,847.67002461875,140.28406982768837,137.31878195275593,223.9541866447244,127.9875,128.0,160.0,241.10460674700002
4,poti,TP,short,r1,N4_poti_TP_short_r1_796873,TP,POTI N4 TP Short,32,0.8127452551530228,104.01869351497515,3.7260816476968444,208.05008617456207,39356.38301630312,34647.7124105,56827.0711529,57653.26103854,9036.009953452938,4934.39107696875,2199.8167639999997,23211.026217209997,1849.54207441875,271.0723102728821,262.5481570944882,355.5106250143307,127.984375,128.0,320.0,393.72730627600004
