experiment_name,display_name,parallelism,machine_name,node_name,timestamp,gpu_utilization,memory_used_mib,power_draw_w,temperature_gpu_c
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:53.767,0,7729,9.55,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:53.867,0,7729,9.55,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:53.967,0,7729,9.55,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:54.067,0,7729,9.55,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:54.167,0,7729,9.67,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:54.268,0,7729,9.67,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:54.368,0,7729,9.67,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:54.468,0,7729,9.67,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:54.568,0,7729,9.67,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:54.668,0,7729,9.67,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:54.768,0,7729,9.67,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:54.869,0,7729,9.67,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:54.969,0,7729,9.67,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:55.069,0,7729,9.67,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:55.169,0,7729,9.64,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:55.269,0,7729,9.64,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:55.370,0,7729,9.64,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:55.470,0,7729,9.64,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:55.570,0,7729,9.64,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:55.670,0,7729,9.64,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:55.770,0,7729,9.64,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:55.870,0,7729,9.64,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:55.971,0,7729,9.64,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:56.071,0,7729,9.64,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:56.171,0,7729,9.57,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:56.271,0,7729,9.57,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:56.371,0,7729,9.57,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:56.471,0,7729,9.57,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:56.572,0,7729,9.57,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:56.672,0,7729,9.57,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:56.772,0,7729,9.57,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:56.872,0,7729,9.57,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:56.972,0,7729,9.57,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:57.073,0,7729,9.57,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:57.173,0,7729,9.43,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:57.273,0,7729,9.43,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:57.373,0,7729,9.43,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:57.473,0,7729,9.43,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:57.574,0,7729,9.43,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:57.674,0,7729,9.43,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:57.774,0,7729,9.43,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:57.874,0,7729,9.43,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:57.974,0,7729,9.43,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:58.074,0,7729,9.43,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:58.175,0,7729,9.45,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:58.275,0,7729,9.45,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:58.375,0,7729,9.45,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:58.475,0,7729,9.45,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:58.575,0,7729,9.45,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:58.675,0,7729,9.45,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:58.776,0,7729,9.45,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:58.876,0,7729,9.45,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:58.976,0,7729,9.45,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:59.076,0,7729,9.45,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:59.176,0,7729,9.62,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:59.277,0,7729,9.62,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:59.377,0,7729,9.62,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:59.477,0,7729,9.62,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:59.577,0,7729,9.62,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:59.677,0,7729,9.62,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:59.777,0,7729,9.62,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:59.878,0,7729,9.62,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:43:59.978,0,7729,9.62,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:00.078,0,7729,9.62,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:00.178,0,7729,9.68,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:00.278,0,7729,9.68,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:00.378,0,7729,9.68,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:00.479,0,7729,9.68,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:00.579,0,7729,9.68,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:00.679,0,7729,9.68,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:00.779,0,7729,9.68,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:00.879,0,7729,9.68,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:00.979,0,7729,9.68,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:01.080,0,7729,9.68,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:01.180,0,7729,9.63,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:01.280,0,7729,9.63,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:01.380,0,7729,9.63,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:01.480,0,7729,9.63,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:01.580,0,7729,9.63,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:01.681,0,7729,9.63,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:01.781,0,7729,9.63,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:01.881,0,7729,9.63,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:01.981,0,7729,9.63,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:02.081,0,7729,9.63,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:02.181,0,7729,9.57,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:02.282,0,7729,9.57,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:02.382,0,7729,9.57,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:02.482,0,7729,9.57,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:02.582,0,7729,9.57,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:02.682,0,7729,9.57,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:02.782,0,7729,9.57,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:02.883,0,7729,9.57,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:02.983,0,7729,9.57,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:03.083,0,7729,9.57,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:03.183,0,7729,9.48,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:03.283,0,7729,9.48,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:03.383,0,7729,9.48,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:03.484,0,7729,9.48,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:03.584,0,7729,9.48,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:03.684,0,7729,9.48,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:03.784,0,7729,9.48,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:03.884,0,7729,9.48,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:03.984,0,7729,9.48,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:04.085,0,7729,9.48,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:04.185,0,7729,9.39,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:04.285,0,7729,9.39,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:04.385,0,7729,9.39,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:04.485,0,7729,9.39,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:04.585,0,7729,9.39,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:04.686,0,7729,9.39,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:04.786,0,7729,9.39,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:04.886,0,7729,9.39,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:04.986,0,7729,9.39,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:05.086,0,7729,9.39,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:05.186,0,7729,9.43,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:05.287,0,7729,9.43,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:05.387,0,7729,9.43,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:05.487,0,7729,9.43,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:05.587,0,7729,9.43,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:05.687,0,7729,9.43,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:05.787,0,7729,9.43,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:05.888,0,7729,9.43,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:05.988,0,7729,9.43,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:06.088,0,7729,9.43,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:06.188,0,7729,9.49,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:06.326,0,7729,9.49,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:06.426,0,7729,9.49,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:06.526,0,7729,9.49,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:06.626,0,7729,9.49,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:06.726,0,7729,9.49,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:06.827,0,7729,9.49,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:06.927,0,7729,9.49,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:07.027,0,7729,9.49,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:07.127,0,7729,9.53,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:07.227,0,7729,9.53,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:07.327,0,7729,9.53,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:07.428,0,7729,9.53,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:07.528,0,7729,9.53,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:07.628,0,7729,9.53,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:07.728,0,7729,9.53,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:07.828,0,7729,9.53,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:07.929,0,7729,9.53,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:08.029,0,7729,9.53,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:08.129,0,7729,9.56,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:08.229,0,7729,9.56,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:08.329,0,7729,9.56,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:08.429,0,7729,9.56,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:08.530,0,7729,9.56,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:08.630,0,7729,9.56,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:08.730,0,7729,9.56,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:08.830,0,7729,9.56,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:08.930,0,7729,9.56,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:09.030,0,7729,9.56,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:09.131,0,7729,9.55,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:09.231,0,7729,9.55,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:09.331,0,7729,9.55,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:09.431,0,7729,9.55,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:09.531,0,7729,9.55,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:09.631,0,7729,9.55,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:09.732,0,7729,9.55,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:09.832,0,7729,9.55,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:09.932,0,7729,9.55,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:10.032,0,7729,9.55,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:10.132,0,7729,9.46,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:10.232,0,7729,9.46,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:10.333,0,7729,9.46,40
N2_poti_TP_long_r1_790072,"POTI (2 nodes)
Tensor Parallel
Long",TP,"poti[3,5]",poti5,2026-05-30 15:44:10.433,0,7729,9.46,40
